concept	facet	property	facet_property	cluster_label
air pistol	size	portable	size: portable	696
fencing	characteristics	portable	characteristics: portable	696
air pistol	type	handheld	type: handheld	696
fencing	type	temporary	type: temporary	697
springboard	types	permanent	types: permanent	697
fencing	type	permanent	type: permanent	697
aerials	type	wires	type: wires	698
figure skating	elements	loop	elements: loop	698
fencing	material	wire	material: wire	698
cycling track	length	circuit	length: circuit	698
aerials	components	cables	components: cables	698
trap	material	wire	material: wire	698
aerials	types	cable	types: cable	698
aerials	definition	wires	definition: wires	698
aerials	physical appearance	long wire	physical appearance: long wire	698
ice dancing	type	performance	type: performance	699
synchronized swimming	type	performance art	type: performance art	699
individual event	format	performance	format: performance	699
event	type	concert	type: concert	699
athlete	performance	record	performance: record	699
synchronized platform	purpose	performance	purpose: performance	699
ice dancing	events	performing	events: performing	699
ice dancing	type	performance art	type: performance art	699
individual event	type	concert	type: concert	699
artistic gymnastics	focus	performance	focus: performance	699
team event	format	presentation	format: presentation	699
floor exercise	performance	individual	performance: individual	699
individual event	type	performance	type: performance	699
synchronized springboard	format	choreographed performance	format: choreographed performance	699
synchronized springboard	performance	coordinated	performance: coordinated	699
event	format	virtual	format: virtual	700
participates in	location	online	location: online	700
team event	location	online	location: online	700
aerials	purpose	stay connected online	purpose: stay connected online	700
women's team	environment	online	environment: online	700
participates in	environment	online	environment: online	700
event	format	online	format: online	700
weightlifting	community	online forums	community: online forums	700
participates in	type	online	type: online	700
participates in	type	in-person	type: in-person	700
platform	type	online	type: online	700
event	location	online	location: online	700
team event	location	offline	location: offline	700
participates in	location	offline	location: offline	700
triathlon	type	long-distance	type: long-distance	701
summer games	type	international	type: international	701
mass start	format	short distance	format: short distance	701
hammer throw	distance	long-distance	distance: long-distance	701
race	type	long distance	type: long distance	701
triathlon	event	long-distance	event: long-distance	701
marathon	type	long-distance	type: long-distance	701
aquatics	type	brackish	type: brackish	702
aquatics	characteristics	saltwater	characteristics: saltwater	702
aquatics	type	saltwater	type: saltwater	702
skiff	water usage	saltwater	water usage: saltwater	702
aquatics	characteristics	brackish	characteristics: brackish	702
aquatics	habitat	saltwater	habitat: saltwater	702
diving	environment	saltwater	environment: saltwater	702
skiff	used in	saltwater	used in: saltwater	702
skiff	propulsion	sail	propulsion: sail	703
skiff	sail plan	single sail	sail plan: single sail	703
keelboat	propulsion	sail	propulsion: sail	703
keelboat	features	multiple sails	features: multiple sails	703
heavyweight dinghy	features	multiple sails	features: multiple sails	703
sailing	equipment	sail	equipment: sail	703
keelboat	features	sails	features: sails	703
skiff	type	sail	type: sail	703
dinghy	features	sail	features: sail	703
windsurfer	equipment	sail	equipment: sail	703
keelboat	features	sail plan	features: sail plan	703
heavyweight dinghy	features	sails	features: sails	703
skiff	sail plan	multiple sails	sail plan: multiple sails	703
windsurfer	type of sail	fixed	type of sail: fixed	703
windsurfer	type of sail	adjustable	type of sail: adjustable	703
windsurfer	type of sail	rotating	type of sail: rotating	703
heavyweight dinghy	features	large sail	features: large sail	703
keelboat	features	sail	features: sail	703
skiff	features	small sail	features: small sail	703
dinghy	propulsion	sail	propulsion: sail	703
individual event	type	unique occurrence	type: unique occurrence	704
pairs	occurrences	everyday life	occurrences: everyday life	704
individual event	type	single occurrence	type: single occurrence	704
individual event	type	one-time occurrence	type: one-time occurrence	704
individual event	type	one-time	type: one-time	704
javelin throw	technique	throwing motion	technique: throwing motion	705
athlete	skill	throwing	skill: throwing	705
water polo	physical demands	throwing	physical demands: throwing	705
long jump	method	throwing	method: throwing	705
handball	gameplay	throwing	gameplay: throwing	705
judo	focus	throwing	focus: throwing	705
athletics	disciplines	throwing	disciplines: throwing	705
judo	techniques	throwing	techniques: throwing	705
javelin throw	equipment	throwing technique	equipment: throwing technique	705
hammer throw	rules	throwing style	rules: throwing style	705
summer sport	physical activity	throwing	physical activity: throwing	705
athletics	events	throwing	events: throwing	705
athletics	type	throwing	type: throwing	705
rhythmic gymnastics	skills	throws	skills: throws	705
track and field	event type	throwing	event type: throwing	705
judo	objective	throwing	objective: throwing	705
wrestling freestyle	techniques	throws	techniques: throws	705
judo	techniques	throws	techniques: throws	705
track and field	events	throwing	events: throwing	705
judo	objective	throw	objective: throw	705
pursuit	types	dream	types: dream	706
pursuit	type	dream	type: dream	706
synchronized platform	definition	software	definition: software	707
synchronized platform	used in	operating systems	used in: operating systems	707
synchronized platform	type	software	type: software	707
synchronized platform	type	operating system	type: operating system	707
diving	technique	snorkeling	technique: snorkeling	708
diving	type	scuba diving	type: scuba diving	708
diving	water activity	underwater	water activity: underwater	708
aquatics	activities	diving	activities: diving	708
diving	techniques	snorkeling	techniques: snorkeling	708
diving	goal	exploring underwater	goal: exploring underwater	708
synchronized springboard	divers	multiple	divers: multiple	708
springboard	purpose	scuba diving	purpose: scuba diving	708
springboard	usage	diving	usage: diving	708
synchronized springboard	diving style	simultaneous	diving style: simultaneous	708
water polo	physical demands	diving	physical demands: diving	708
springboard	purpose	diving	purpose: diving	708
diving	type	snorkeling	type: snorkeling	708
diving	water activity	scuba	water activity: scuba	708
springboard	purpose	swimming	purpose: swimming	708
aquatics	category	diving	category: diving	708
springboard	purpose	practice diving	purpose: practice diving	708
diving	goal	reaching depth	goal: reaching depth	708
swimmer	skill	diving	skill: diving	708
aquatics	activities	snorkeling	activities: snorkeling	708
springboard	activity	diving	activity: diving	708
diving	techniques	scuba diving	techniques: scuba diving	708
springboard	type	diving	type: diving	708
synchronized springboard	type	diving	type: diving	708
springboard	activity	springboard diving	activity: springboard diving	708
synchronized springboard	sport	diving	sport: diving	708
diving	technique	scuba diving	technique: scuba diving	708
diving	type	free diving	type: free diving	708
synchronized springboard	activity	diving	activity: diving	708
synchronized springboard	practiced at	diving facility	practiced at: diving facility	708
synchronized springboard	type of dive	springboard	type of dive: springboard	708
synchronized springboard	type of dive	platform	type of dive: platform	708
synchronized springboard	diving style	synchronized	diving style: synchronized	708
super g	brand	kellogg's	brand: kellogg's	709
super g	category	cereal	category: cereal	709
super g	contents	oatmeal	contents: oatmeal	709
super g	type	cereal	type: cereal	709
synchronized swimming	definition	dance in water	definition: dance in water	710
hammer throw	technique	swing	technique: swing	710
synchronized platform	used for	dancing	used for: dancing	710
pole vault	technique	swing	technique: swing	710
ice dancing	styles	compulsory dance	styles: compulsory dance	710
ice dancing	type	dance	type: dance	710
ice dancing	events	original dance	events: original dance	710
ice dancing	styles	couples dance	styles: couples dance	710
synchronized swimming	definition	combination of swimming and dance	definition: combination of swimming and dance	710
ice dancing	resembles	ballroom dancing	resembles: ballroom dancing	710
ice dancing	type	form of dance	type: form of dance	710
fencing	style	ballet	style: ballet	710
ice dancing	events	free dance	events: free dance	710
ice dancing	events	compulsory dance	events: compulsory dance	710
gymnast	discipline	rhythmic	discipline: rhythmic	710
ice dancing	styles	free dance	styles: free dance	710
ice dancing	equipment used	dance dress	equipment used: dance dress	710
synchronized platform	definition	platform	definition: platform	711
synchronized springboard	equipment	platform	equipment: platform	711
synchronized platform	type of	platform	type of: platform	711
platform	structure	raised surface	structure: raised surface	711
platform	used for	standing	used for: standing	711
springboard	definition	platform	definition: platform	711
synchronized platform	purpose	platform for dancers	purpose: platform for dancers	711
dinghy	category	boat	category: boat	712
sailing	types of sailboats	ketch	types of sailboats: ketch	712
heavyweight dinghy	type	boat	type: boat	712
sailing	type of boat	yacht	type of boat: yacht	712
sailing	type of boat	catamaran	type of boat: catamaran	712
sailing	type of vessel	dinghy	type of vessel: dinghy	712
sailing	type of vessel	sailboat	type of vessel: sailboat	712
sailing	type of vessel	yacht	type of vessel: yacht	712
keelboat	design	single hull	design: single hull	712
sailing	vessel type	yacht	vessel type: yacht	712
sailing	vessel type	sailboat	vessel type: sailboat	712
dinghy	category	watercraft	category: watercraft	712
skiff	type	small sailboat	type: small sailboat	712
heavyweight dinghy	type	small sailboat	type: small sailboat	712
keelboat	type	watercraft	type: watercraft	712
skiff	type	rowboat	type: rowboat	712
skiff	type	small boat	type: small boat	712
dinghy	type	small boat	type: small boat	712
heavyweight dinghy	type	small boat	type: small boat	712
keelboat	type	small boat	type: small boat	712
skiff	type	sailboat	type: sailboat	712
heavyweight dinghy	type	sailboat	type: sailboat	712
dinghy	type	sailboat	type: sailboat	712
keelboat	type	sailboat	type: sailboat	712
skiff	type	recreational boat	type: recreational boat	712
keelboat	type	recreational boat	type: recreational boat	712
skiff	type	lightweight boat	type: lightweight boat	712
sailing	vessel type	dinghy	vessel type: dinghy	712
heavyweight dinghy	category	watercraft	category: watercraft	712
heavyweight dinghy	type	watercraft	type: watercraft	712
sailing	vessel	catamaran	vessel: catamaran	712
sailing	vessel	dinghy	vessel: dinghy	712
skiff	type	sailing boat	type: sailing boat	712
keelboat	type	sailing boat	type: sailing boat	712
dinghy	type	personal watercraft	type: personal watercraft	712
sailing	vessel	yacht	vessel: yacht	712
sailing	vessel	sailboat	vessel: sailboat	712
dinghy	type	small sailboat	type: small sailboat	712
dinghy	category	small boat	category: small boat	712
skiff	type	rowing boat	type: rowing boat	712
dinghy	type	rowing boat	type: rowing boat	712
sailing	type of boat	sailboat	type of boat: sailboat	712
heavyweight dinghy	type	sailing boat	type: sailing boat	712
sailing	types of sailboats	monohull	types of sailboats: monohull	712
sailing	types of sailboats	catamaran	types of sailboats: catamaran	712
taekwondo	practiced at	gym	practiced at: gym	713
pole vault	training	strength training	training: strength training	713
triathlon	training	strength training	training: strength training	713
track and field	training	strength training	training: strength training	713
artistic gymnastics	training	strength	training: strength	713
weightlifting	variations	powerlifting	variations: powerlifting	713
olympic sport	athletic skill	physical fitness	athletic skill: physical fitness	713
gymnast	event	floor exercise	event: floor exercise	713
artistic gymnastics	event	floor exercise	event: floor exercise	713
athletics	training	stretching	training: stretching	713
hammer throw	training	stretching	training: stretching	713
track and field	training	stretching	training: stretching	713
horizontal bar	associated activities	bar exercises	associated activities: bar exercises	713
parallel bars	function	back exercise	function: back exercise	713
weightlifting	styles	bodybuilding	styles: bodybuilding	713
parallel bars	type of exercise	upper body	type of exercise: upper body	713
marathon	training	cardio exercises	training: cardio exercises	713
track and field	training	cardio exercises	training: cardio exercises	713
hammer throw	training	weightlifting	training: weightlifting	713
athlete	training	weightlifting	training: weightlifting	713
parallel bars	used for exercises	pull-ups	used for exercises: pull-ups	713
swimmer	training methods	weightlifting	training methods: weightlifting	713
rhythmic gymnastics	training requirements	flexibility exercises	training requirements: flexibility exercises	713
triathlon	training	strength	training: strength	713
wrestling	training	strength training	training: strength training	713
triple jump	training	strength training	training: strength training	713
nordic combined	training requirements	strength training	training requirements: strength training	713
speed skating	fitness requirement	leg strength	fitness requirement: leg strength	713
high jump	training	strength	training: strength	713
track and field	training	strength	training: strength	713
long jump	training	flexibility exercises	training: flexibility exercises	713
parallel bars	exercise type	chin-up	exercise type: chin-up	713
weightlifting	routines	lifting session	routines: lifting session	713
weightlifting	variations	bodybuilding	variations: bodybuilding	713
artistic gymnastics	type	floor exercise	type: floor exercise	713
high jump	training	strength training	training: strength training	713
marathon	training	strength training	training: strength training	713
gymnast	training	strength training	training: strength training	713
swimmer	training	strength	training: strength	713
pommel horse	physical activity	strength	physical activity: strength	713
gymnast	training	flexibility exercises	training: flexibility exercises	713
long jump	training	strength training	training: strength training	713
pole vault	training	flexibility exercises	training: flexibility exercises	713
parallel bars	type of exercise	strength training	type of exercise: strength training	713
swimmer	training methods	stretching	training methods: stretching	713
athlete	training	stretching	training: stretching	713
athletics	training	strength training	training: strength training	713
gymnastics team competition	event	floor exercise	event: floor exercise	713
artistic gymnastics	events	floor exercise	events: floor exercise	713
gymnast	events	floor exercise	events: floor exercise	713
weightlifting	styles	powerlifting	styles: powerlifting	713
parallel bars	function	arm workout	function: arm workout	713
weightlifting	type	strength training	type: strength training	713
wrestling	physical activity	strength	physical activity: strength	713
winter sport	physical activity	strength	physical activity: strength	713
pole vault	training	strength	training: strength	713
all-round	types	academic	types: academic	714
all-round	field	academics	field: academics	714
participates in	role	student	role: student	714
all-round	examples	student	examples: student	714
all-round	description	good in multiple subjects	description: good in multiple subjects	714
all-round	career path	academic researcher	career path: academic researcher	714
hammer throw	types	men's	types: men's	715
winter sport	popular among	seniors	popular among: seniors	715
medal winners	category	senior	category: senior	715
gymnastics team competition	level	senior	level: senior	715
floor exercise	level	senior	level: senior	715
hammer throw	types	senior	types: senior	715
tennis	location	indoor	location: indoor	716
gymnastics team competition	location	indoor	location: indoor	716
cycling	location	indoor	location: indoor	716
water polo	location	indoor	location: indoor	716
handball	location	indoor	location: indoor	716
hockey	type	indoor	type: indoor	716
women's team	environment	indoor	environment: indoor	716
race	environment	indoor	environment: indoor	716
trap	location	indoor	location: indoor	716
skating	location	indoor	location: indoor	716
hockey	location	indoor	location: indoor	716
cycling track	type	indoor	type: indoor	716
winter sport	type	indoor	type: indoor	716
cycling	type	indoor	type: indoor	716
volleyball	type	indoor	type: indoor	716
trampoline	usage	indoor	usage: indoor	716
long jump	types	indoor	types: indoor	716
trampoline	size	indoor	size: indoor	716
ice dancing	outdoor or indoor	indoor	outdoor or indoor: indoor	716
platform	found in	indoor	found in: indoor	716
participates in	environment	indoor	environment: indoor	716
track and field	type	indoor	type: indoor	716
springboard	usage	indoor	usage: indoor	716
cycling	mode	indoor	mode: indoor	716
triple jump	types	indoor	types: indoor	716
platform	location	indoor	location: indoor	716
triathlon	location	indoor	location: indoor	716
event	location	indoor	location: indoor	716
cycling track	location	indoor	location: indoor	716
archery	type	indoor	type: indoor	716
cycling track	located at	indoor	located at: indoor	716
olympic sport	olympic inclusion	paralympics	olympic inclusion: paralympics	717
winter games	type	paralympic	type: paralympic	717
long jump	types	paralympic	types: paralympic	717
summer games	type	paralympic	type: paralympic	717
medal winners	event	paralympics	event: paralympics	717
summer games	type	paralympic games	type: paralympic games	717
olympic sport	olympic inclusion	paralympic games	olympic inclusion: paralympic games	717
fencing	equipment	épée	equipment: épée	718
modern pentathlon	events	fencing	events: fencing	718
fencing	style	epee	style: epee	718
fencing	types	epee	types: epee	718
fencing	equipment	epee	equipment: epee	718
pairs	definition	similar	definition: similar	719
pairs	types	similar	types: similar	719
pairs	types	identical	types: identical	719
pairs	common	set of duplicates	common: set of duplicates	719
pairs	types	corresponding	types: corresponding	719
pairs	types	compatible	types: compatible	719
downhill	sports	cycling	sports: cycling	720
race	type	cycling	type: cycling	720
cycling	disciplines	mountain biking	disciplines: mountain biking	720
downhill	type	biking	type: biking	720
walk	mode	pedestrian	mode: pedestrian	720
downhill	movement	biking	movement: biking	720
downhill	sports	biking	sports: biking	720
all-rounder	sports	cycling	sports: cycling	720
downhill	activity	biking	activity: biking	720
downhill	type	mountain biking	type: mountain biking	720
cycling	types	road cycling	types: road cycling	720
cycling	types	mountain biking	types: mountain biking	720
cycling	disciplines	track cycling	disciplines: track cycling	720
cycling	types	track cycling	types: track cycling	720
triathlon	requirements	cycling skills	requirements: cycling skills	720
summer sport	physical activity	cycling	physical activity: cycling	720
mass start	type	cycling	type: cycling	720
platform	category	infrastructure	category: infrastructure	721
moguls	type	man-made	type: man-made	721
moguls	types	man-made	types: man-made	721
moguls	style	freeride	style: freeride	722
cycling	type of ride	fast	type of ride: fast	722
mass start	format	multiple riders start at once	format: multiple riders start at once	722
snowboard	used for	freeride	used for: freeride	722
skiing	types	freeride	types: freeride	722
moguls	type	freeride	type: freeride	722
snowboard cross	type	freeride	type: freeride	722
windsurfer	types	freeride	types: freeride	722
downhill	type	freeride	type: freeride	722
snowboard	types	freeride	types: freeride	722
aerials	uses	satellite communication	uses: satellite communication	723
aerials	types	satellite aerials	types: satellite aerials	723
aerials	types	internet aerial	types: internet aerial	723
synchronized platform	types	monitor	types: monitor	723
aerials	types	mobile phone aerials	types: mobile phone aerials	723
aerials	type	satellite dish	type: satellite dish	723
aerials	types	satellite	types: satellite	723
aerials	technology	satellite communication	technology: satellite communication	723
platform	used for	space exploration	used for: space exploration	723
aerials	types	satellite aerial	types: satellite aerial	723
pairs	definition	matched or coordinated	definition: matched or coordinated	724
pairs	characteristics	matching	characteristics: matching	724
pairs	definition	matching things	definition: matching things	724
pairs	definition	matched items	definition: matched items	724
pairs	definition	matched	definition: matched	724
pairs	functions	matching	functions: matching	724
pairs	types	random pairs	types: random pairs	724
pairs	use	for matching	use: for matching	724
pairs	properties	matching	properties: matching	724
pairs	types	artificial pairs	types: artificial pairs	724
pairs	types	natural pairs	types: natural pairs	724
pairs	used for	matching	used for: matching	724
pairs	types	matching	types: matching	724
pairs	features	matching	features: matching	724
pairs	used for	pairing	used for: pairing	724
pairs	characteristics	matched	characteristics: matched	724
pursuit	examples	pursuing a hobby	examples: pursuing a hobby	725
pursuit	aspect of life	hobby	aspect of life: hobby	725
pursuit	activity type	hobby	activity type: hobby	725
pursuit	activity	hobby	activity: hobby	725
pursuit	type	hobby	type: hobby	725
pursuit	types	hobby	types: hobby	725
women's team	uniform	matching shorts	uniform: matching shorts	726
men's team	uniform	jersey	uniform: jersey	726
women's team	uniform	team colors	uniform: team colors	726
women's team	uniform	customized jersey	uniform: customized jersey	726
dinghy	activities	fishing	activities: fishing	727
skiff	activities	fishing	activities: fishing	727
keelboat	activity	fishing	activity: fishing	727
aquatics	activities	fishing	activities: fishing	727
dinghy	purpose	fishing trip	purpose: fishing trip	727
dinghy	usage	fishing	usage: fishing	727
skiff	usage	fishing	usage: fishing	727
heavyweight dinghy	activity	fishing	activity: fishing	727
dinghy	use	fishing	use: fishing	727
skiff	use	fishing	use: fishing	727
keelboat	usage	fishing	usage: fishing	727
skiff	purpose	fishing	purpose: fishing	727
dinghy	purpose	fishing	purpose: fishing	727
keelboat	purpose	fishing	purpose: fishing	727
keelboat	used for	fishing	used for: fishing	727
skiff	used for	fishing	used for: fishing	727
aquatics	related to	fishing	related to: fishing	727
aquatics	applications	fishing	applications: fishing	727
aquatics	uses	fishing	uses: fishing	727
dinghy	used for	fishing	used for: fishing	727
aerials	type	satellite signal	type: satellite signal	728
aerials	definition	radio signals	definition: radio signals	728
aerials	frequency	radio frequency	frequency: radio frequency	728
synchronized platform	types	mutex	types: mutex	728
aerials	usage	radio signal	usage: radio signal	728
aerials	technology	radio waves	technology: radio waves	728
aerials	definition	radio broadcasting	definition: radio broadcasting	728
aerials	signal strength	weak	signal strength: weak	728
aerials	advantages	reliable signal	advantages: reliable signal	728
aerials	signal strength	strong	signal strength: strong	728
aerials	frequency	internet frequency	frequency: internet frequency	728
keelboat	used for	touring	used for: touring	729
keelboat	used for	tourism	used for: tourism	729
cycling road	usage	used for touring	usage: used for touring	729
horizontal bar	usage	in architecture	usage: in architecture	730
platform	found in	construction	found in: construction	730
platform	located at	construction site	located at: construction site	730
platform	found in	construction site	found in: construction site	730
platform	used for	building construction	used for: building construction	730
platform	used for	building	used for: building	730
platform	function	base for construction	function: base for construction	730
horizontal bar	usage	in construction	usage: in construction	730
aerials	usage	listen to radio	usage: listen to radio	731
aerials	purpose	watch tv	purpose: watch tv	731
aerials	usage	watch tv	usage: watch tv	731
cycling road	usage	commuting	usage: commuting	732
cycling road	used for	commuting	used for: commuting	732
walk	type	commuting	type: commuting	732
cycling road	purpose	for commuting	purpose: for commuting	732
cycling road	used for	daily commute	used for: daily commute	732
walk	purpose	commuting	purpose: commuting	732
cycling	type	commuting	type: commuting	732
cycling	transportation	commuting	transportation: commuting	732
cycling	purpose	commuting	purpose: commuting	732
horizontal bar	function	for measurement	function: for measurement	733
hammer throw	rules	distance measurement	rules: distance measurement	733
all round	usage	measuring distance	usage: measuring distance	733
sailing	equipment needed	compass	equipment needed: compass	733
all round	usage	measuring angles	usage: measuring angles	733
long jump	equipment	measuring tape	equipment: measuring tape	733
high jump	measuring unit	meters	measuring unit: meters	733
pairs	used for	comparing	used for: comparing	733
triple jump	equipment	measuring tape	equipment: measuring tape	733
horizontal bar	use	measurement	use: measurement	733
pairs	usage	in a pair	usage: in a pair	734
pairs	usage	in pairs	usage: in pairs	734
pairs	fashion	matching accessory	fashion: matching accessory	734
pairs	usage	as a pair	usage: as a pair	734
aerials	definition	type of broadcast	definition: type of broadcast	735
aerials	usage	tv signal	usage: tv signal	735
aerials	usage	tv broadcasting	usage: tv broadcasting	735
aerials	uses	tv broadcasting	uses: tv broadcasting	735
aerials	type	tv signal	type: tv signal	735
ice dancing	popular in	tv broadcasts	popular in: tv broadcasts	735
aerials	advantages	widespread coverage	advantages: widespread coverage	735
rapid fire pistol	use	self-defense	use: self-defense	736
rapid fire pistol	usage	self-defense	usage: self-defense	736
rhythmic gymnastics	equipment	maces	equipment: maces	736
trap	used for	self-defense	used for: self-defense	736
trap	purpose	self-defense	purpose: self-defense	736
fencing	purpose	self-defense	purpose: self-defense	736
air pistol	uses	self-defense	uses: self-defense	736
air pistol	use	self-defense	use: self-defense	736
judo	practiced by	self-defense enthusiasts	practiced by: self-defense enthusiasts	736
archery	used for	self-defense	used for: self-defense	736
trap	usage	self-defense	usage: self-defense	736
air pistol	used for	self-defense	used for: self-defense	736
rapid fire pistol	used for	self-defense	used for: self-defense	736
archery	martial uses	warfare	martial uses: warfare	736
taekwondo	goals	self-defense	goals: self-defense	736
rapid fire pistol	purpose	self-defense	purpose: self-defense	736
vault	usage	historical	usage: historical	737
pairs	usage	in everyday life	usage: in everyday life	737
vault	usage	personal	usage: personal	737
pairs	common usage	everyday	common usage: everyday	737
dinghy	used for	sailing	used for: sailing	738
keelboat	type	sailing	type: sailing	738
keelboat	used for	cruising	used for: cruising	738
skiff	purpose	pleasure cruising	purpose: pleasure cruising	738
heavyweight dinghy	used for	sailing	used for: sailing	738
heavyweight dinghy	type	sailing	type: sailing	738
dinghy	usage	sailing	usage: sailing	738
skiff	used for	sailing	used for: sailing	738
heavyweight dinghy	category	sailing	category: sailing	738
heavyweight dinghy	use	sailing	use: sailing	738
keelboat	purpose	pleasure cruising	purpose: pleasure cruising	738
keelboat	used for	sailing	used for: sailing	738
dinghy	use	sailing	use: sailing	738
keelboat	purpose	sailing	purpose: sailing	738
skiff	use	sailing	use: sailing	738
dinghy	purpose	sailing	purpose: sailing	738
heavyweight dinghy	used for	cruising	used for: cruising	738
trap	used by	pirate	used by: pirate	738
air rifle	used for	recreational shooting	used for: recreational shooting	739
air pistol	used for	recreational shooting	used for: recreational shooting	739
skeet	popular among	shooting enthusiasts	popular among: shooting enthusiasts	739
air pistol	usage	target practice	usage: target practice	739
air rifle	uses	target shooting	uses: target shooting	739
skeet	used for	practicing shooting	used for: practicing shooting	739
archery	used for	target practice	used for: target practice	739
air pistol	used for	target practice	used for: target practice	739
air pistol	purpose	target practice	purpose: target practice	739
skeet	popular among	shooters	popular among: shooters	739
biathlon	shooting range	50 meters	shooting range: 50 meters	739
biathlon	components	target shooting	components: target shooting	739
rapid fire pistol	use	target shooting	use: target shooting	739
skeet	equipment	shooting glasses	equipment: shooting glasses	739
air rifle	popular among	target shooters	popular among: target shooters	739
skeet	equipment	skeet machine	equipment: skeet machine	739
rapid fire pistol	use	target practice	use: target practice	739
skeet	equipment	shooting range	equipment: shooting range	739
biathlon	equipment	shooting range	equipment: shooting range	739
air pistol	used by	recreational shooters	used by: recreational shooters	739
skeet	equipment	skeet launcher	equipment: skeet launcher	739
air pistol	uses	target shooting	uses: target shooting	739
rapid fire pistol	used for	target shooting	used for: target shooting	739
rapid fire pistol	usage	target shooting	usage: target shooting	739
skeet	popular among	competitive shooters	popular among: competitive shooters	739
archery	target	bullseye	target: bullseye	739
air rifle	use	target shooting	use: target shooting	739
air pistol	use	target shooting	use: target shooting	739
air pistol	purpose	target shooting	purpose: target shooting	739
air pistol	used by	target shooters	used by: target shooters	739
rapid fire pistol	used for	target practice	used for: target practice	739
skeet	equipment	skeet gun	equipment: skeet gun	739
judo	equipment	gi	equipment: gi	739
skeet	equipment	shooting trap	equipment: shooting trap	739
biathlon	equipment	target	equipment: target	739
air rifle	used for	target shooting	used for: target shooting	739
archery	equipment	target	equipment: target	739
track and field	equipment	shot	equipment: shot	739
air pistol	uses	target practice	uses: target practice	739
air rifle	uses	target practice	uses: target practice	739
air pistol	used for	target shooting	used for: target shooting	739
rapid fire pistol	purpose	target practice	purpose: target practice	739
air rifle	purpose	target shooting	purpose: target shooting	739
air pistol	purpose	recreational shooting	purpose: recreational shooting	739
air rifle	usage	target shooting	usage: target shooting	739
air pistol	function	target practice	function: target practice	739
platform	use	exhibition	use: exhibition	740
balance beam	purpose	exhibition	purpose: exhibition	740
platform	located at	exhibition hall	located at: exhibition hall	740
vault	usage	museum	usage: museum	740
vault	location	museum	location: museum	740
platform	used for	speaking	used for: speaking	741
platform	use	public speaking	use: public speaking	741
participates in	role	speaker	role: speaker	741
platform	used for	public speaking	used for: public speaking	741
rapid fire pistol	usage	hunting	usage: hunting	742
rapid fire pistol	purpose	hunting	purpose: hunting	742
trap	used for	catching prey	used for: catching prey	742
trap	used by	hunter	used by: hunter	742
air pistol	purpose	hunting	purpose: hunting	742
air rifle	purpose	hunting	purpose: hunting	742
air rifle	use	hunting	use: hunting	742
rapid fire pistol	use	hunting	use: hunting	742
air pistol	uses	hunting small game	uses: hunting small game	742
air rifle	uses	hunting small game	uses: hunting small game	742
air pistol	usage	hunting	usage: hunting	742
air rifle	usage	hunting	usage: hunting	742
trap	usage	hunting	usage: hunting	742
air pistol	use	hunting	use: hunting	742
trap	used for	hunting	used for: hunting	742
air pistol	used for	hunting	used for: hunting	742
air rifle	uses	hunting	uses: hunting	742
air pistol	uses	hunting	uses: hunting	742
trap	function	catching prey	function: catching prey	742
archery	used for	hunting	used for: hunting	742
trap	purpose	catching prey	purpose: catching prey	742
skeet	popular among	hunters	popular among: hunters	742
air rifle	used for	hunting	used for: hunting	742
air rifle	popular among	hunters	popular among: hunters	742
rapid fire pistol	used for	hunting	used for: hunting	742
air pistol	function	hunting	function: hunting	742
air pistol	used by	hunters	used by: hunters	742
rapid fire pistol	used by	hunters	used by: hunters	742
skeet	origin	developed from hunting	origin: developed from hunting	742
trap	purpose	hunting	purpose: hunting	742
air rifle	used for	hunting small game	used for: hunting small game	742
air pistol	used for	hunting small game	used for: hunting small game	742
trap	function	hunting	function: hunting	742
hurdles	used in	military training	used in: military training	743
hurdles	use	military training	use: military training	743
rapid fire pistol	user	military	user: military	743
rapid fire pistol	use	military	use: military	743
trap	used by	soldier	used by: soldier	743
judo	focus	ground fighting	focus: ground fighting	743
biathlon	type	military-inspired	type: military-inspired	743
rapid fire pistol	origin	military	origin: military	743
fencing	type	military	type: military	743
rapid fire pistol	used by	military	used by: military	743
team	type	military	type: military	743
hurdles	used for	military training	used for: military training	743
team	function	military	function: military	743
archery	used for	military purposes	used for: military purposes	743
hurdles	associated with	military personnel	associated with: military personnel	743
vault	associated with	military	associated with: military	743
air rifle	purpose	pest control	purpose: pest control	744
air rifle	uses	pest control	uses: pest control	744
air rifle	used for	pest control	used for: pest control	744
air rifle	usage	pest control	usage: pest control	744
pole vault	technique	planting	technique: planting	744
air rifle	use	pest control	use: pest control	744
trap	purpose	pest control	purpose: pest control	744
synchronized platform	characteristics	real-time updates	characteristics: real-time updates	745
synchronized platform	use cases	real-time updates	use cases: real-time updates	745
synchronized platform	functionality	provides real-time updates	functionality: provides real-time updates	745
synchronized platform	features	timestamped updates	features: timestamped updates	745
synchronized platform	application	real-time systems	application: real-time systems	746
synchronized platform	technology	real-time database	technology: real-time database	746
synchronized platform	technology	distributed	technology: distributed	746
synchronized platform	use cases	real-time data sharing	use cases: real-time data sharing	746
synchronized platform	characteristics	shared data	characteristics: shared data	746
synchronized platform	applications	multithreading	applications: multithreading	746
synchronized platform	used in	distributed systems	used in: distributed systems	746
synchronized platform	technology	distributed systems	technology: distributed systems	746
synchronized platform	technology	api integration	technology: api integration	746
synchronized platform	function	synchronizing data access	function: synchronizing data access	746
