concept	facet	property	facet_property
medical science	principles	experimentation	principles: experimentation
chemistry	principles	periodic table	principles: periodic table
chemistry	principles	atomic theory	principles: atomic theory
physical chemistry	principles	conservation of energy	principles: conservation of energy
information science	principles	confidentiality	principles: confidentiality
medical science	principles	hypothesis	principles: hypothesis
classical mechanics	principles	action and reaction	principles: action and reaction
pragmatics	principles	maxims of conversation	principles: maxims of conversation
classical mechanics	principles	conservation of energy	principles: conservation of energy
information science	principles	authenticity	principles: authenticity
pragmatics	principles	cooperative principle	principles: cooperative principle
natural science	principles	gravity	principles: gravity
astronomy	principles	cosmology	principles: cosmology
hydrodynamics	principles	bernoulli's principle	principles: bernoulli's principle
geometry	principles	proportion	principles: proportion
geometry	principles	scale	principles: scale
pharmacology	principles	dosage	principles: dosage
pharmacology	principles	concentration	principles: concentration
pharmacology	principles	metabolism	principles: metabolism
pharmacology	principles	absorption	principles: absorption
climatology	principles	global warming	principles: global warming
pharmacology	principles	distribution	principles: distribution
climatology	principles	greenhouse effect	principles: greenhouse effect
neurobiology	principles	plasticity	principles: plasticity
pharmacology	principles	administration	principles: administration
earth science	principles	atmospheric circulation	principles: atmospheric circulation
earth science	principles	greenhouse effect	principles: greenhouse effect
neurobiology	principles	adaptation	principles: adaptation
radiochemistry	principles	half-life	principles: half-life
radiobiology	principles	dose-response relationship	principles: dose-response relationship
natural science	principles	atomism	principles: atomism
earth science	principles	continental drift	principles: continental drift
earth science	principles	plate tectonics	principles: plate tectonics
natural science	principles	laws of physics	principles: laws of physics
ecology	principles	survival of the fittest	principles: survival of the fittest
neurobiology	principles	homeostasis	principles: homeostasis
pragmatics	principles	implicature and inference	principles: implicature and inference
organic chemistry	principles	bonding	principles: bonding
genetics	principles	gene expression	principles: gene expression
inorganic chemistry	principles	quantum mechanics	principles: quantum mechanics
set theory	principles	russell's paradox	principles: russell's paradox
aeromechanics	principles	lambert's cosine law	principles: lambert's cosine law
supply side economics	principles	limited government intervention	principles: limited government intervention
supply side economics	principles	laissez faire	principles: laissez faire
organic chemistry	principles	steric effects	principles: steric effects
hydrodynamics	principles	laplace's equation	principles: laplace's equation
inorganic chemistry	principles	atomic theory	principles: atomic theory
penology	principles	just desserts	principles: just desserts
penology	principles	deterrence	principles: deterrence
geometry	principles	symmetry	principles: symmetry
molecular biology	principles	complementary base pairing	principles: complementary base pairing
molecular biology	principles	watson-crick model	principles: watson-crick model
penology	principles	reform	principles: reform
molecular biology	principles	central dogma	principles: central dogma
plasma physics	principles	quantum mechanics	principles: quantum mechanics
plasma physics	principles	thermodynamics	principles: thermodynamics
organic chemistry	principles	atomic structure	principles: atomic structure
architectonics	principles	functionality	principles: functionality
pharmacology	principles	excretion	principles: excretion
geophysics	principles	gravity	principles: gravity
geophysics	principles	electromagnetism	principles: electromagnetism
metallurgy	principles	thermal processing	principles: thermal processing
metallurgy	principles	physical properties	principles: physical properties
petroleum geology	principles	fluid dynamics	principles: fluid dynamics
agronomy	principles	pest control	principles: pest control
hydrology	principles	conservation of mass	principles: conservation of mass
hydrology	principles	water balance	principles: water balance
acoustics	principles	interference	principles: interference
petroleum geology	principles	accumulation	principles: accumulation
petroleum geology	principles	migration	principles: migration
nuclear physics	principles	atomic nucleus	principles: atomic nucleus
petroleum geology	principles	trap formation	principles: trap formation
nuclear physics	principles	protons and neutrons	principles: protons and neutrons
petroleum geology	principles	sedimentary basin	principles: sedimentary basin
microbiology	principles	sterilization	principles: sterilization
microbiology	principles	contamination	principles: contamination
psychophysics	principles	subjective magnitude	principles: subjective magnitude
psychophysics	principles	subjective experience	principles: subjective experience
hydrodynamics	principles	navier-stokes equations	principles: navier-stokes equations
economics	principles	diminishing marginal returns	principles: diminishing marginal returns
microbiology	principles	asepsis	principles: asepsis
nuclear physics	principles	nuclear binding energy	principles: nuclear binding energy
psychophysics	principles	stimulus-response relationship	principles: stimulus-response relationship
microbiology	principles	sterility	principles: sterility
hydrodynamics	principles	conservation of mass	principles: conservation of mass
molecular genetics	principles	mutation	principles: mutation
economics	principles	opportunity cost	principles: opportunity cost
matrix algebra	principles	orthogonality	principles: orthogonality
metallurgy	principles	chemical reactions	principles: chemical reactions
radiobiology	principles	radiation exposure limits	principles: radiation exposure limits
geophysics	principles	thermodynamics	principles: thermodynamics
astrodynamics	principles	gravity	principles: gravity
astrodynamics	principles	inertia	principles: inertia
astrodynamics	principles	conservation of momentum	principles: conservation of momentum
natural science	principles	natural laws	principles: natural laws
natural science	principles	scientific theories	principles: scientific theories
mechanics	principles	kinematics	principles: kinematics
physics	principles	law of conservation of momentum	principles: law of conservation of momentum
physics	principles	law of conservation of energy	principles: law of conservation of energy
physics	principles	law of universal gravitation	principles: law of universal gravitation
physics	principles	law of inertia	principles: law of inertia
petroleum geology	principles	plate tectonics	principles: plate tectonics
home economics	principles	time management	principles: time management
petroleum geology	principles	rock mechanics	principles: rock mechanics
matrix algebra	principles	diagonalization	principles: diagonalization
physics	principles	principle of uncertainty	principles: principle of uncertainty
astronomy	principles	gravity	principles: gravity
astronomy	principles	relativity	principles: relativity
economics	principles	supply and demand	principles: supply and demand
matrix algebra	principles	linear independence	principles: linear independence
ecology	principles	balance	principles: balance
biology	principles	evolution	principles: evolution
metrology	principles	uncertainty	principles: uncertainty
agrology	principles	sustainable farming	principles: sustainable farming
agrology	principles	ecological balance	principles: ecological balance
physical chemistry	principles	chemical bonding	principles: chemical bonding
statics	principles	center of gravity	principles: center of gravity
statics	principles	torque	principles: torque
statics	principles	balance of forces	principles: balance of forces
physical chemistry	principles	laws of thermodynamics	principles: laws of thermodynamics
pragmatics	principles	contextual dependence	principles: contextual dependence
physical chemistry	principles	quantum mechanics	principles: quantum mechanics
physical chemistry	principles	kinetic theory	principles: kinetic theory
electrochemistry	principles	electrochemical potential	principles: electrochemical potential
solar physics	principles	gravity	principles: gravity
solar physics	principles	electromagnetism	principles: electromagnetism
solar physics	principles	thermodynamics	principles: thermodynamics
electrochemistry	principles	nernst equation	principles: nernst equation
electrochemistry	principles	faraday's law	principles: faraday's law
celestial mechanics	principles	conservation of energy	principles: conservation of energy
radiobiology	principles	dose response curve	principles: dose response curve
pragmatics	principles	inference	principles: inference
radiobiology	principles	radiation weighting factors	principles: radiation weighting factors
biochemistry	principles	chemical bonding	principles: chemical bonding
biochemistry	principles	reaction kinetics	principles: reaction kinetics
finance	principles	cash flow	principles: cash flow
finance	principles	opportunity cost	principles: opportunity cost
biochemistry	principles	thermodynamics	principles: thermodynamics
fluid mechanics	principles	bernoulli's principle	principles: bernoulli's principle
aeromechanics	principles	coandă effect	principles: coandă effect
aeronautics	principles	bernoulli's principle	principles: bernoulli's principle
aeronautics	principles	lift and drag	principles: lift and drag
aeronautics	principles	thermodynamics	principles: thermodynamics
emergency medicine	principles	communication	principles: communication
emergency medicine	principles	prioritization	principles: prioritization
emergency medicine	principles	triage	principles: triage
elementary geometry	principles	parallel	principles: parallel
elementary geometry	principles	adjacent	principles: adjacent
elementary geometry	principles	non-overlapping	principles: non-overlapping
pragmatics	principles	implicature	principles: implicature
economics	principles	scarcity	principles: scarcity
genetics	principles	central dogma	principles: central dogma
geochemistry	principles	chemical reactions	principles: chemical reactions
geochemistry	principles	geochemical cycles	principles: geochemical cycles
rheology	principles	stress	principles: stress
rheology	principles	viscosity	principles: viscosity
stratigraphy	principles	principle of original horizontality	principles: principle of original horizontality
stratigraphy	principles	principle of superposition	principles: principle of superposition
statistics	principles	data integrity	principles: data integrity
statistics	principles	data consistency	principles: data consistency
statistics	principles	data completeness	principles: data completeness
rheology	principles	shear rate	principles: shear rate
statistics	principles	data accuracy	principles: data accuracy
biosystematics	principles	phylogenetic trees	principles: phylogenetic trees
biosystematics	principles	species concept	principles: species concept
astrodynamics	principles	relativity	principles: relativity
astrodynamics	principles	kinematics	principles: kinematics
social psychology	principles	social influence	principles: social influence
social psychology	principles	cognitive biases	principles: cognitive biases
social psychology	principles	emotional intelligence	principles: emotional intelligence
biosystematics	principles	cladistics	principles: cladistics
medical science	principles	germ theory	principles: germ theory
medical science	principles	vaccination	principles: vaccination
economics	principles	diminishing marginal utility	principles: diminishing marginal utility
developmental anatomy	principles	morphogen gradients	principles: morphogen gradients
developmental anatomy	principles	cell signaling	principles: cell signaling
science	principles	theory of evolution	principles: theory of evolution
science	principles	atomic structure	principles: atomic structure
geodesy	principles	triangulation	principles: triangulation
geodesy	principles	spherical earth	principles: spherical earth
geodesy	principles	ellipsoidal earth	principles: ellipsoidal earth
structuralism	principles	signs are arbitrary	principles: signs are arbitrary
physics	principles	energy conservation	principles: energy conservation
genetics	principles	inheriting traits	principles: inheriting traits
genetics	principles	mutation	principles: mutation
genetics	principles	natural selection	principles: natural selection
medical science	principles	health education	principles: health education
medical science	principles	public health	principles: public health
medical science	principles	epidemiology	principles: epidemiology
structuralism	principles	structure precedes meaning	principles: structure precedes meaning
architectonics	principles	harmony	principles: harmony
geochemistry	principles	mineral formation	principles: mineral formation
genetics	principles	meiosis	principles: meiosis
genetics	principles	mitosis	principles: mitosis
aeromechanics	principles	bernoulli's principle	principles: bernoulli's principle
thermochemistry	principles	laws of thermodynamics	principles: laws of thermodynamics
thermochemistry	principles	energy conservation	principles: energy conservation
radiochemistry	principles	atomic structure	principles: atomic structure
earth science	principles	geologic time scale	principles: geologic time scale
psychology	principles	behaviorism	principles: behaviorism
psychology	principles	cognitive theory	principles: cognitive theory
psychology	principles	humanistic theory	principles: humanistic theory
agronomy	principles	fertilization	principles: fertilization
toxicology	principles	mechanisms of action	principles: mechanisms of action
toxicology	principles	dose-response	principles: dose-response
ecology	principles	coexistence	principles: coexistence
acoustics	principles	resonance	principles: resonance
acoustics	principles	frequency response	principles: frequency response
organic chemistry	principles	atom-to-molecule	principles: atom-to-molecule
organic chemistry	principles	functional groups	principles: functional groups
psychopharmacology	principles	dose response	principles: dose response
toxicology	principles	threshold levels	principles: threshold levels
agronomy	principles	irrigation	principles: irrigation
agronomy	principles	soil conservation	principles: soil conservation
aeromechanics	principles	laws of motion	principles: laws of motion
thermodynamics	principles	equilibrium	principles: equilibrium
aeronautics	principles	drag	principles: drag
aeronautics	principles	thrust	principles: thrust
aeronautics	principles	lift	principles: lift
experimental psychology	principles	empiricism	principles: empiricism
experimental psychology	principles	objectivity	principles: objectivity
experimental psychology	principles	replication	principles: replication
radiobiology	principles	linear no-threshold model	principles: linear no-threshold model
radiobiology	principles	radiation dose	principles: radiation dose
vector algebra	principles	linearity	principles: linearity
vector algebra	principles	homogeneity	principles: homogeneity
radiobiology	principles	radiation sensitivity	principles: radiation sensitivity
acoustics	principles	wave propagation	principles: wave propagation
optics	principles	snell's law	principles: snell's law
optics	principles	fermat's principle	principles: fermat's principle
proxemics	principles	awareness of surroundings	principles: awareness of surroundings
proxemics	principles	respect for others' space	principles: respect for others' space
psychopharmacology	principles	pharmacokinetics	principles: pharmacokinetics
psychopharmacology	principles	pharmacodynamics	principles: pharmacodynamics
finance	principles	savings	principles: savings
electrochemistry	principles	oxidation	principles: oxidation
biotechnology	principles	cell culture	principles: cell culture
biotechnology	principles	enzymes	principles: enzymes
thermodynamics	principles	increase in entropy	principles: increase in entropy
thermochemistry	principles	heat transfer through radiation	principles: heat transfer through radiation
thermochemistry	principles	heat transfer through convection	principles: heat transfer through convection
thermochemistry	principles	heat transfer through conduction	principles: heat transfer through conduction
thermodynamics	principles	increase in disorder	principles: increase in disorder
thermodynamics	principles	conservation of energy	principles: conservation of energy
thermochemistry	principles	energy conversion	principles: energy conversion
life science	principles	self-organization	principles: self-organization
celestial mechanics	principles	conservation of angular momentum	principles: conservation of angular momentum
thermochemistry	principles	heat transfer	principles: heat transfer
chemistry	principles	molecular theory	principles: molecular theory
chemistry	principles	chemical bonding	principles: chemical bonding
classical mechanics	principles	conservation of momentum	principles: conservation of momentum
aeromechanics	principles	airfoil	principles: airfoil
aeromechanics	principles	lift and drag	principles: lift and drag
biotechnology	principles	genetic modification	principles: genetic modification
elementary geometry	principles	axioms	principles: axioms
set theory	principles	axiom of choice	principles: axiom of choice
set theory	principles	extensionality	principles: extensionality
electrochemistry	principles	reduction	principles: reduction
electrochemistry	principles	electromotive force	principles: electromotive force
organic chemistry	principles	isomerism	principles: isomerism
biochemistry	principles	molecular structures	principles: molecular structures
biogeography	principles	continental drift	principles: continental drift
metallurgy	principles	heat transfer	principles: heat transfer
metallurgy	principles	physics	principles: physics
biology	principles	evolution by natural selection	principles: evolution by natural selection
metallurgy	principles	chemistry	principles: chemistry
pragmatics	principles	cooperation	principles: cooperation
biomedicine	principles	anatomy	principles: anatomy
biomedicine	principles	physiology	principles: physiology
biomedicine	principles	pharmacology	principles: pharmacology
pragmatics	principles	relevance	principles: relevance
life science	principles	adaptation	principles: adaptation
life science	principles	natural selection	principles: natural selection
life science	principles	homeostasis	principles: homeostasis
set theory	principles	comprehension	principles: comprehension
elementary geometry	principles	theorems	principles: theorems
elementary geometry	principles	proofs	principles: proofs
pharmacology	principles	bioavailability	principles: bioavailability
crystallography	principles	bravais lattice	principles: bravais lattice
crystallography	principles	space group	principles: space group
cosmology	principles	big bang theory	principles: big bang theory
cosmology	principles	dark matter	principles: dark matter
cosmology	principles	dark energy	principles: dark energy
mechanics	principles	laws of motion	principles: laws of motion
mechanics	principles	energy conservation	principles: energy conservation
life science	principles	evolution	principles: evolution
mathematics	principles	generalization	principles: generalization
neurophysiology	principles	synaptic transmission	principles: synaptic transmission
neurophysiology	principles	action potential	principles: action potential
physics	principles	laws of motion	principles: laws of motion
physics	principles	conservation of energy	principles: conservation of energy
physics	principles	gravity	principles: gravity
neurobiology	principles	neuroregeneration	principles: neuroregeneration
neurobiology	principles	neuroprotection	principles: neuroprotection
neurophysiology	principles	neurotransmitters	principles: neurotransmitters
life science	principles	regulation	principles: regulation
finance	principles	compound interest	principles: compound interest
astrophysics	principles	law of universal gravitation	principles: law of universal gravitation
life science	principles	cell theory	principles: cell theory
life science	principles	mechanism of evolution	principles: mechanism of evolution
nuclear physics	principles	conservation laws	principles: conservation laws
nuclear physics	principles	relativity	principles: relativity
life science	principles	survival	principles: survival
life science	principles	growth	principles: growth
dynamics	principles	friction	principles: friction
dynamics	principles	acceleration	principles: acceleration
biogeography	principles	speciation	principles: speciation
biogeography	principles	adaptation	principles: adaptation
biogeography	principles	biotic and abiotic factors	principles: biotic and abiotic factors
nuclear physics	principles	quantum mechanics	principles: quantum mechanics
finance	principles	budgeting	principles: budgeting
thermochemistry	principles	heat transfer mechanisms	principles: heat transfer mechanisms
finance	principles	risk management	principles: risk management
finance	principles	diversification	principles: diversification
astrophysics	principles	einstein's theory of relativity	principles: einstein's theory of relativity
neurobiology	principles	neurotransmission	principles: neurotransmission
mathematics	principles	pattern recognition	principles: pattern recognition
paleoecology	principles	fossil record	principles: fossil record
mathematics	principles	abstraction	principles: abstraction
acoustics	principles	wavelength	principles: wavelength
neurobiology	principles	localization	principles: localization
cybernetics	principles	self-regulation	principles: self-regulation
cybernetics	principles	feedback loop	principles: feedback loop
molecular biology	principles	evolutionary relationships	principles: evolutionary relationships
molecular biology	principles	information storage and retrieval	principles: information storage and retrieval
molecular biology	principles	structure and function	principles: structure and function
dynamics	principles	force	principles: force
metallurgy	principles	mechanics	principles: mechanics
radiochemistry	principles	radioactive decay	principles: radioactive decay
radiochemistry	principles	nuclear reactions	principles: nuclear reactions
nuclear physics	principles	conservation of energy	principles: conservation of energy
nuclear physics	principles	conservation of momentum	principles: conservation of momentum
nuclear physics	principles	strong and weak nuclear forces	principles: strong and weak nuclear forces
biology	principles	homeostasis	principles: homeostasis
biology	principles	adaptation	principles: adaptation
organic chemistry	principles	electronegativity	principles: electronegativity
information science	principles	information quality	principles: information quality
emergency medicine	principles	rapid assessment	principles: rapid assessment
optics	principles	laws of reflection	principles: laws of reflection
organic chemistry	principles	structural formula	principles: structural formula
mathematics	principles	reasoning	principles: reasoning
paleoecology	principles	stratigraphy	principles: stratigraphy
paleoecology	principles	biostratigraphy	principles: biostratigraphy
molecular genetics	principles	mitosis	principles: mitosis
molecular genetics	principles	dna replication	principles: dna replication
molecular genetics	principles	transcription	principles: transcription
morphology	principles	uniformitarianism	principles: uniformitarianism
morphology	principles	gradations	principles: gradations
natural science	principles	scientific method	principles: scientific method
natural science	principles	uniformitarianism	principles: uniformitarianism
information science	principles	organization	principles: organization
information science	principles	classification	principles: classification
natural history	principles	laws of physics	principles: laws of physics
natural history	principles	biological processes	principles: biological processes
natural history	principles	ecological balance	principles: ecological balance
natural science	principles	matter and energy	principles: matter and energy
mathematics	principles	logic	principles: logic
optics	principles	laws of refraction	principles: laws of refraction
information science	principles	availability	principles: availability
emergency medicine	principles	immediate intervention	principles: immediate intervention
euthenics	principles	healthy habits	principles: healthy habits
biochemistry	principles	enzymes catalysis	principles: enzymes catalysis
particle physics	principles	unification	principles: unification
particle physics	principles	symmetry	principles: symmetry
particle physics	principles	conservation of momentum	principles: conservation of momentum
particle physics	principles	conservation of energy	principles: conservation of energy
genetics	principles	inherited traits	principles: inherited traits
genetics	principles	variation	principles: variation
fluid mechanics	principles	newton's laws	principles: newton's laws
cryogenics	principles	quantum mechanics	principles: quantum mechanics
biology	principles	molecular biology	principles: molecular biology
biology	principles	ecological balance	principles: ecological balance
cosmology	principles	principle of relativity	principles: principle of relativity
cosmology	principles	laws of thermodynamics	principles: laws of thermodynamics
cosmology	principles	law of gravity	principles: law of gravity
statics	principles	friction	principles: friction
statics	principles	gravity	principles: gravity
cryogenics	principles	laws of thermodynamics	principles: laws of thermodynamics
hydrology	principles	water distribution	principles: water distribution
hydrology	principles	water pollution	principles: water pollution
hydrology	principles	water conservation	principles: water conservation
architectonics	principles	proportion	principles: proportion
statics	principles	principle of virtual work	principles: principle of virtual work
statics	principles	principle of moments	principles: principle of moments
architectonics	principles	balance	principles: balance
quantum physics	principles	wave-particle duality	principles: wave-particle duality
quantum physics	principles	uncertainty principle	principles: uncertainty principle
stratigraphy	principles	superposition	principles: superposition
quantum mechanics	principles	superposition	principles: superposition
quantum mechanics	principles	uncertainty principle	principles: uncertainty principle
quantum mechanics	principles	wave-particle duality	principles: wave-particle duality
stratigraphy	principles	original horizontality	principles: original horizontality
petroleum geology	principles	petrophysics	principles: petrophysics
petroleum geology	principles	sedimentology	principles: sedimentology
mechanics	principles	action and reaction	principles: action and reaction
mechanics	principles	cause and effect	principles: cause and effect
home economics	principles	resource management	principles: resource management
finance	principles	risk assessment	principles: risk assessment
information science	principles	accessibility	principles: accessibility
information science	principles	reliability	principles: reliability
hydrostatics	principles	archimedes' principle	principles: archimedes' principle
hydrostatics	principles	pascal's principle	principles: pascal's principle
mechanics	principles	inertia	principles: inertia
chemistry	principles	laws of motion	principles: laws of motion
physics	principles	principle of relativity	principles: principle of relativity
physics	principles	principle of inertia	principles: principle of inertia
celestial mechanics	principles	conservation of energy and momentum	principles: conservation of energy and momentum
celestial mechanics	principles	action and reaction	principles: action and reaction
celestial mechanics	principles	inertia	principles: inertia
hydrostatics	principles	pascal's law	principles: pascal's law
fluid mechanics	principles	conservation of momentum	principles: conservation of momentum
fluid mechanics	principles	conservation of mass	principles: conservation of mass
euthenics	principles	clean living	principles: clean living
euthenics	principles	proper sanitation	principles: proper sanitation
hydrostatics	principles	hydrostatic pressure increases with depth	principles: hydrostatic pressure increases with depth
thermodynamics	principles	entropy always increases	principles: entropy always increases
information science	principles	sharing	principles: sharing
photochemistry	principles	excitation of molecules	principles: excitation of molecules
photochemistry	principles	absorption of light	principles: absorption of light
information science	principles	indexing	principles: indexing
mathematics	principles	postulates	principles: postulates
civics	principles	equality	principles: equality
civics	principles	freedom	principles: freedom
euthenics	principles	social factors	principles: social factors
euthenics	principles	health factors	principles: health factors
euthenics	principles	environmental factors	principles: environmental factors
mechanics	principles	torque	principles: torque
mechanics	principles	momentum	principles: momentum
macrobiotics	principles	avoid animal products	principles: avoid animal products
macrobiotics	principles	emphasize natural foods	principles: emphasize natural foods
home economics	principles	planning	principles: planning
chemistry	principles	atomic structure	principles: atomic structure
home economics	principles	organization	principles: organization
macrobiotics	principles	avoid processed foods	principles: avoid processed foods
orthoepy	principles	correct word formation	principles: correct word formation
orthoepy	principles	correct sound combination	principles: correct sound combination
life science	principles	cellular biology	principles: cellular biology
life science	principles	genomics	principles: genomics
hydrodynamics	principles	conservation of momentum	principles: conservation of momentum
hydrodynamics	principles	conservation of energy	principles: conservation of energy
civics	principles	justice	principles: justice
information science	principles	security	principles: security
statics	principles	newton's third law	principles: newton's third law
mathematics	principles	proofs	principles: proofs
algebra	principles	rules	principles: rules
elementary geometry	principles	properties of similar triangles	principles: properties of similar triangles
statistics	principles	confidence intervals	principles: confidence intervals
statistics	principles	hypothesis testing	principles: hypothesis testing
statistics	principles	summary statistics	principles: summary statistics
statistics	principles	data visualization	principles: data visualization
elementary geometry	principles	properties of congruent triangles	principles: properties of congruent triangles
algebra	principles	axioms	principles: axioms
acoustics	principles	frequency	principles: frequency
acoustics	principles	amplitude	principles: amplitude
biophysics	principles	conservation of energy	principles: conservation of energy
biophysics	principles	conservation of momentum	principles: conservation of momentum
stratigraphy	principles	law of original continuity	principles: law of original continuity
elementary geometry	principles	properties of parallel lines	principles: properties of parallel lines
life science	principles	dna replication	principles: dna replication
statics	principles	stability	principles: stability
statistics	principles	data interpretation	principles: data interpretation
statistics	principles	data analysis	principles: data analysis
acoustics	principles	vibration	principles: vibration
statistics	principles	data collection	principles: data collection
statics	principles	balance	principles: balance
mathematics	principles	theorems	principles: theorems
mathematics	principles	axioms	principles: axioms
statics	principles	newton's laws	principles: newton's laws
statics	principles	equilibrium	principles: equilibrium
biochemistry	principles	biomolecules	principles: biomolecules
information science	principles	storage	principles: storage
information science	principles	retrieval	principles: retrieval
statics	principles	rigidity	principles: rigidity
information science	principles	non-repudiation	principles: non-repudiation
inorganic chemistry	principles	periodic table	principles: periodic table
semantics	principles	compositionality	principles: compositionality
cryogenics	principles	cooling methods	principles: cooling methods
cryobiology	principles	cryogenic damage	principles: cryogenic damage
cryogenics	principles	heat transfer	principles: heat transfer
biomedicine	principles	medical ethics	principles: medical ethics
cryobiology	principles	cryopreservation of cells	principles: cryopreservation of cells
biomedicine	principles	empirical evidence	principles: empirical evidence
biomedicine	principles	scientific inquiry	principles: scientific inquiry
pragmatics	principles	mutual understanding	principles: mutual understanding
medical science	principles	prevention	principles: prevention
natural science	principles	cause and effect	principles: cause and effect
hydrostatics	principles	pressure increases with depth	principles: pressure increases with depth
natural science	principles	law of conservation	principles: law of conservation
natural science	principles	principle of relativity	principles: principle of relativity
stratigraphy	principles	law of included fragments	principles: law of included fragments
medical science	principles	treatment	principles: treatment
medical science	principles	diagnosis	principles: diagnosis
mechanics	principles	conservation of momentum	principles: conservation of momentum
mechanics	principles	conservation of energy	principles: conservation of energy
mathematics	principles	problem-solving	principles: problem-solving
ecology	principles	interdependence	principles: interdependence
ecology	principles	balance of nature	principles: balance of nature
earth science	principles	conservation of momentum	principles: conservation of momentum
biology	principles	heredity	principles: heredity
algebra	principles	theorems	principles: theorems
earth science	principles	conservation of energy	principles: conservation of energy
semantics	principles	referentiality	principles: referentiality
earth science	principles	law of thermodynamics	principles: law of thermodynamics
semantics	principles	composition	principles: composition
earth science	principles	law of gravity	principles: law of gravity
information science	principles	integrity	principles: integrity
statistics	principles	sample size	principles: sample size
hydrostatics	principles	pressure is equal in all directions	principles: pressure is equal in all directions
catoptrics	principles	laws of reflection	principles: laws of reflection
aeromechanics	principles	lift	principles: lift
science	principles	laws of motion	principles: laws of motion
thermochemistry	principles	law of conservation of mass	principles: law of conservation of mass
macrobiotics	principles	natural rhythms	principles: natural rhythms
macrobiotics	principles	harmony	principles: harmony
macrobiotics	principles	balance	principles: balance
metallurgy	principles	thermodynamics	principles: thermodynamics
aeromechanics	principles	thrust	principles: thrust
agrology	principles	pest control	principles: pest control
geophysics	principles	magnetism	principles: magnetism
geophysics	principles	mechanics	principles: mechanics
plasma physics	principles	relativity	principles: relativity
psychology	principles	behaviourism	principles: behaviourism
agrology	principles	fertilization	principles: fertilization
agrology	principles	irrigation	principles: irrigation
agrology	principles	crop rotation	principles: crop rotation
celestial mechanics	principles	gravity	principles: gravity
catoptrics	principles	snell's law	principles: snell's law
science	principles	cause and effect	principles: cause and effect
aeronautics	principles	gravity	principles: gravity
macrobiotics	principles	seasonal	principles: seasonal
science	principles	gravity	principles: gravity
psychology	principles	humanism	principles: humanism
science	principles	conservation of energy	principles: conservation of energy
macrobiotics	principles	local	principles: local
civics	principles	democracy	principles: democracy
aeromechanics	principles	drag	principles: drag
psychology	principles	cognitivism	principles: cognitivism
catoptrics	principles	fermat's principle	principles: fermat's principle
thermochemistry	principles	law of conservation of energy	principles: law of conservation of energy
metrology	principles	precision	principles: precision
epidemiology	principles	data analysis	principles: data analysis
epidemiology	principles	measurement	principles: measurement
metrology	principles	accuracy	principles: accuracy
statistics	principles	data quality	principles: data quality
macrobiotics	principles	organic	principles: organic
thermochemistry	principles	law of thermodynamics	principles: law of thermodynamics
catoptrics	principles	law of reflection	principles: law of reflection
epidemiology	principles	observation	principles: observation
statistics	principles	randomization	principles: randomization
petroleum geology	principles applied	petrophysics	principles applied: petrophysics
petroleum geology	principles applied	structural analysis	principles applied: structural analysis
petroleum geology	principles applied	geological mapping	principles applied: geological mapping
radio astronomy	principles involved	wavelength	principles involved: wavelength
radio astronomy	principles involved	frequency	principles involved: frequency
radio astronomy	principles involved	electromagnetic waves	principles involved: electromagnetic waves
ecology	principles of	balance of nature	principles of: balance of nature
ecology	principles of	adaptation	principles of: adaptation
ecology	principles of	coexistence	principles of: coexistence
ecology	principles of	natural selection	principles of: natural selection
ecology	principles of	balance	principles of: balance
classical mechanics	principles of motion	action and reaction	principles of motion: action and reaction
classical mechanics	principles of motion	inertia	principles of motion: inertia
classical mechanics	principles of motion	conservation of energy	principles of motion: conservation of energy
statics	principles of statics	balance	principles of statics: balance
statics	principles of statics	stability	principles of statics: stability
statics	principles of statics	equilibrium	principles of statics: equilibrium
agronomy	principles used	soil science	principles used: soil science
agronomy	principles used	ecology	principles used: ecology
agronomy	principles used	plant breeding	principles used: plant breeding
linear programming	problem formulation	constraint function	problem formulation: constraint function
linear programming	problem formulation	linear inequality	problem formulation: linear inequality
linear programming	problem formulation	objective function	problem formulation: objective function
linear programming	problem type	linear objective function	problem type: linear objective function
linear programming	problem type	minimization	problem type: minimization
linear programming	problem type	constraints	problem type: constraints
linear programming	problem type	maximization	problem type: maximization
algebra	problem-solving	solving for unknowns	problem-solving: solving for unknowns
algebra	problem-solving	solving systems	problem-solving: solving systems
spurious correlation	problematic aspect	leads to incorrect conclusions	problematic aspect: leads to incorrect conclusions
spurious correlation	problematic aspect	can be misleading	problematic aspect: can be misleading
spurious correlation	problematic aspect	can be used to manipulate data	problematic aspect: can be used to manipulate data
applied mathematics	problems	integration	problems: integration
elementary geometry	problems	finding volume	problems: finding volume
statics	problems	finding tension and compression forces	problems: finding tension and compression forces
spurious correlation	problems	can be misleading	problems: can be misleading
statics	problems	finding normal and frictional forces	problems: finding normal and frictional forces
spurious correlation	problems	obfuscation of true relationships	problems: obfuscation of true relationships
elementary geometry	problems	finding area	problems: finding area
spurious correlation	problems	misleading conclusions	problems: misleading conclusions
elementary geometry	problems	finding perimeter	problems: finding perimeter
spurious correlation	problems	can lead to incorrect conclusions	problems: can lead to incorrect conclusions
linear algebra	problems	system of linear equations	problems: system of linear equations
linear algebra	problems	orthogonality	problems: orthogonality
applied mathematics	problems	signal processing	problems: signal processing
applied mathematics	problems	optimization	problems: optimization
spurious correlation	problems	waste of resources	problems: waste of resources
linear algebra	problems	linear independence	problems: linear independence
applied mathematics	problems	differential equations	problems: differential equations
